Título,Descrição,Visualizações,Likes,Deslikes,Data de Publicação,Duração,Tópicos Relacionados
LUIDE - Podpah #102,"ATIVA

Comece a investir agora com a Ativa: https://ativa.in/3tp1lTu

--------------------------------------------------------------------------------------
CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

FACEBOOK
https://m.facebook.com/PodPahOficiall/

--------------------------------------------------------------------------------------
PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop

--------------------------------------------------------------------------------------
DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------
LUIDE

Streammer da Twitch e dono do podcast Rebobinando, com foco em cultura pop

@luide

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",880218,37561,N/A,2021-04-23T20:58:08Z,PT3H59M34S,N/A
PREDELLA & NOG (COSTA GOLD) - Podpah #101,"Habib's

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------
CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

FACEBOOK
https://m.facebook.com/PodPahOficiall/

--------------------------------------------------------------------------------------
PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop

--------------------------------------------------------------------------------------
DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------
PREDELLA & NOG (COSTA GOLD)

Rappers do grupo musical Costa Gold, integrado no selo Damassaclan

@predelladmc011

@nogcaio

@costagold

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",1456806,94266,N/A,2021-04-23T01:15:50Z,PT4H27M1S,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
ESPECIAL EP. 100 - Podpah #100,"Habib's

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------
CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

FACEBOOK
https://m.facebook.com/PodPahOficiall/

--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop

--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",833254,72096,N/A,2021-04-21T22:13:51Z,PT2H49M16S,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
FEBEM - Podpah #99,"CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

FACEBOOK
https://m.facebook.com/PodPahOficiall/

--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop

--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

FEBEM

Rapper nacional e integrante do selo Ceia, lançou seu último álbum “JOVEM OG” dia 8 de Abril e vem sendo um sucesso.

Instagram
@febem

----------------------------------------------------------------------------------------

ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",809945,49048,N/A,2021-04-20T23:39:25Z,PT4H35M18S,N/A
CHOICE - Podpah #98,"PIER

Faça agora seu seguro na PIER: 

https://link.pier.digital/podpah
--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

FACEBOOK
https://m.facebook.com/PodPahOficiall/
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh
----------------------------------------------------------------------------------------

CHOICE

Artista carioca de grande nome no rap nacional, passa dos 900 mil ouvintes mensais no Spotify.

Instagram
@choicejmc
----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",537714,43903,N/A,2021-04-19T21:43:47Z,PT3H11M34S,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Latin_America"
JOÃO GUILHERME - Podpah #97,"HABIB'S 

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

FACEBOOK
https://m.facebook.com/PodPahOficiall/

--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

JOÃO GUILHERME

Cantor, modelo, influenciador digital e ator brasileiro. Atuou em obras nacionais como “Cúmplices de um Resgate” e “As Aventuras de Poliana”.

Instagram
@joaoguilherme

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",1134836,70609,N/A,2021-04-16T21:20:55Z,PT2H25M24S,https://en.wikipedia.org/wiki/Entertainment
IGOR GUIMARÃES - Podpah #96,"HABIB'S 

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------

BANCO PAN

Inscreva-se no canal Pra Fazer Mais do Banco Pan: http://bit.ly/prafazermais-podpah

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

FACEBOOK
https://m.facebook.com/PodPahOficiall/

--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

IGOR GUIMARÃES

Comediante e ator conhecido por seus diversos personagens cômicos, como o Boneco Josias e Advogado Paloma, no Pânico na Band.

Instagram
@igorzismo

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",6342478,248183,N/A,2021-04-15T21:23:34Z,PT2H14M,N/A
C4BAL - Podpah #95,"Habib's

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

FACEBOOK
https://m.facebook.com/PodPahOficiall/

--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

C4BAL

Rapper brasileiro e ex-integrante do grupo musical Motirô, nacionalmente conhecido pelo hit “Senhorita”.

Instagram
@c4bal

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",241356,15426,N/A,2021-04-14T20:41:52Z,PT2H20M50S,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Latin_America"
FELIPE TITTO - Podpah #94,"Habib's

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

FACEBOOK
https://m.facebook.com/PodPahOficiall/

--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

FELIPE TITTO

Ator, empresário, modelo e apresentador de televisão paulistano. Já atuou em novelas como “A Dona do Pedaço” e “O Outro Lado do Paraíso”.

Instagram
@felipetitto

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",4350927,205864,N/A,2021-04-13T20:56:35Z,PT2H26M46S,N/A
MC MANEIRINHO - Podpah #93,"Habib's

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

FACEBOOK
https://m.facebook.com/PodPahOficiall/

--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

MC MANEIRINHO

Cantor e compositor de funk carioca, despontou em 2016 com o hit “Chefe é Chefe Né Pai”.

Instagram
@mcmaneirinho

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",1357279,51167,N/A,2021-04-12T22:37:54Z,PT3H39M12S,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Latin_America"
JON VLOGS - Podpah #92,"Habib's

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

FACEBOOK
https://m.facebook.com/PodPahOficiall/

--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

JON VLOGS

Influencer e YouTuber, dono de um canal com mais de 6 milhões de inscritos.

Instagram
@jonvlogs

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",2149065,117009,N/A,2021-04-09T21:35:32Z,PT2H52M8S,https://en.wikipedia.org/wiki/Entertainment
ICE BLUE - Podpah #91,"Habib's

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

ICE BLUE

Rapper brasileiro e membro do grupo Racionais MC’s.

Instagram
@iceblueracionais

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",3303242,197972,N/A,2021-04-08T23:24:47Z,PT4H1M16S,https://en.wikipedia.org/wiki/Music
MC FIOTI - Podpah #90,"Habib's

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

MC FIOTI

Cantor e compositor de funk. Dono do hit “Bum Bum Tam Tam”, primeiro clipe brasileiro à alcançar 1 bilhão de views no YouTube.

Instagram
@mcfioti

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",581825,42584,N/A,2021-04-07T22:33:17Z,PT3H41M55S,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Latin_America"
TATA ESTANIECKI - Podpah #89,"Habib's

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

TATA ESTANIECKI

Digital influencer e empresária, que conta com mais de 7 milhões de seguidores no Instagram.

Instagram
@tata

@poddelas
----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",4109724,163744,N/A,2021-04-06T21:23:11Z,PT2H44M,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
SPINARDI (Haikaiss) - Podpah #88,"Habib's

Cadastre-se agora no HABIBERS e ganhe Bibs'fihas grátis: 

https://habibers.com.br/podpah

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh

----------------------------------------------------------------------------------------

SPINARDI

Cantor e compositor de rap, integrante do grupo musical Haikaiss.

Instagram
@spinardi_haikaiss

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",1057767,70536,N/A,2021-04-05T21:47:30Z,PT3H11M38S,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Latin_America"
PAGODE DA OFENSA - Podpah #87,"GAROTO

Compre agora seu chocolate Garoto:

https://bit.ly/39qzOJr

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh
----------------------------------------------------------------------------------------

PAGODE DA OFENSA

Grupo humorístico caracterizado como grupo de pagode.

Instagram
@pagodedaofensa

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",1352847,82322,N/A,2021-04-02T23:45:38Z,PT5H11M26S,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film"
FELIPE BARBIERI - Podpah #86,"GAROTO

Compre agora seu chocolate Garoto:

https://bit.ly/39qzOJr

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh
----------------------------------------------------------------------------------------

FELIPE BARBIERI

Ilusionista profissional e YouTuber. Seu canal conta com mais de 1 milhão de inscritos.

Instagram
@felipebarbieri

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",3774361,135388,N/A,2021-04-01T21:58:44Z,PT3H36M40S,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
MC PAULIN DA CAPITAL - Podpah #85,"GAROTO

Compre agora seu chocolate Garoto:

https://bit.ly/39qzOJr

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh
----------------------------------------------------------------------------------------

MC PAULIN DA CAPITAL

Atualmente cantor e compositor de funk. Entrou no meio musical aos 16 anos, compondo e cantando samba.

Instagram
@mcpaulindacapital

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",1959838,87890,N/A,2021-03-31T21:55:42Z,PT3H12M15S,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
FLOW PODCAST - Podpah #84,"GAROTO

Compre agora seu chocolate Garoto:

https://bit.ly/39qzOJr

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh
----------------------------------------------------------------------------------------

FLOW PODCAST

Anfitriões do Flow podcast, lançado em 2018.

Instagram
@monarkoficial

@igor.3k

@flowpdc

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",4222135,169399,N/A,2021-03-30T22:02:08Z,PT3H24M35S,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film"
FELIPE TORRES (HERMES E RENATO) - Podpah #83,"GAROTO

Compre agora seu chocolate Garoto:

https://bit.ly/39qzOJr

--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@podp_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/8pECGGrcwh
----------------------------------------------------------------------------------------

FELIPE TORRES

Ator brasileiro. Participante do grupo humorístico Hermes e Renato, no qual interpretava o personagem Boça.

Instagram
@felipefagundestorres

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",261189,18892,N/A,2021-03-29T21:24:54Z,PT2H41M57S,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
PK - Podpah #82,"HABIB’S

Baixe o App Habib’s e aproveite todos os cupons exclusivos com o Podpah Pocast, por tempo limitado. 

https://bit.ly/AppHabibs

Siga o Habibs no Instagram: @HabibsOficial
--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@pod_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/E37WNGar
----------------------------------------------------------------------------------------

PK

Cantor e compositor de rap, ex-integrante do grupo Class A.

Instagram
@pkfreestyle

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",952321,58908,N/A,2021-03-26T21:32:03Z,PT3H5M20S,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Film"
DJONGA - Podpah #81,"HABIB’S

Baixe o App Habib’s e aproveite todos os cupons exclusivos com o Podpah Pocast, por tempo limitado. 

https://bit.ly/AppHabibs

Siga o Habibs no Instagram: @HabibsOficial
--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@pod_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/E37WNGar
----------------------------------------------------------------------------------------

DJONGA

Rapper e compositor mineiro. Considerado um dos nomes mais influentes do rap na atualidade.

Instagram
@djongador

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",3794216,244107,N/A,2021-03-26T03:14:23Z,PT4H28M4S,https://en.wikipedia.org/wiki/Entertainment
JOTTAPÊ - Podpah #80,"HABIB’S

Baixe o App Habib’s e aproveite todos os cupons exclusivos com o Podpah Pocast, por tempo limitado. 

https://bit.ly/AppHabibs

Siga o Habibs no Instagram: @HabibsOficial
--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@pod_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/E37WNGar
----------------------------------------------------------------------------------------

JOTTAPÊ

Cantor, compositor e ator. Teve ascensão em 2019 com o lançamento da música “Sentou e Gostou”.

Instagram
@jottape

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",1064055,61450,N/A,2021-03-24T20:49:35Z,PT2H40M25S,https://en.wikipedia.org/wiki/Music
